Overall,Balance,Stamina,Strength,HeadingAccuracy,ShortPassing,LongPassing,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Aggression,Jumping,Vision,Composure,StandingTackle,SlidingTackle
65,64.0,83.0,57.0,70.0,50.0,47.0,26.0,30.0,57.0,59.0,42.0,47.0,71.0,73.0,30.0,42.0,69.0,69.0
65,67.0,68.0,89.0,60.0,41.0,46.0,31.0,43.0,53.0,40.0,40.0,31.0,78.0,88.0,49.0,60.0,59.0,64.0
65,87.0,67.0,58.0,29.0,63.0,52.0,71.0,68.0,86.0,78.0,86.0,53.0,33.0,75.0,48.0,49.0,26.0,28.0
65,44.0,33.0,50.0,15.0,25.0,17.0,19.0,25.0,43.0,47.0,34.0,21.0,20.0,50.0,21.0,36.0,19.0,14.0
65,78.0,67.0,63.0,60.0,70.0,65.0,70.0,68.0,73.0,83.0,79.0,52.0,57.0,62.0,65.0,56.0,57.0,60.0
65,65.0,74.0,80.0,62.0,44.0,50.0,34.0,42.0,72.0,75.0,54.0,48.0,76.0,74.0,38.0,52.0,64.0,66.0
65,68.0,50.0,69.0,57.0,57.0,38.0,64.0,65.0,68.0,72.0,72.0,71.0,48.0,58.0,51.0,56.0,14.0,19.0
65,67.0,69.0,66.0,56.0,67.0,59.0,56.0,65.0,65.0,63.0,65.0,54.0,67.0,61.0,65.0,60.0,65.0,63.0
65,82.0,69.0,51.0,44.0,67.0,54.0,65.0,66.0,71.0,75.0,75.0,62.0,58.0,57.0,62.0,65.0,39.0,32.0
65,36.0,41.0,64.0,14.0,41.0,44.0,13.0,35.0,44.0,48.0,59.0,49.0,29.0,65.0,47.0,53.0,11.0,11.0
65,82.0,64.0,51.0,34.0,65.0,63.0,58.0,59.0,90.0,86.0,81.0,53.0,60.0,59.0,52.0,47.0,59.0,65.0
65,64.0,53.0,77.0,64.0,49.0,31.0,59.0,64.0,66.0,59.0,66.0,76.0,65.0,72.0,37.0,60.0,28.0,23.0
65,60.0,70.0,67.0,42.0,61.0,32.0,67.0,65.0,72.0,69.0,62.0,27.0,56.0,65.0,45.0,60.0,68.0,65.0
65,77.0,74.0,65.0,49.0,66.0,62.0,61.0,67.0,63.0,58.0,74.0,62.0,70.0,53.0,62.0,57.0,65.0,53.0
65,61.0,77.0,75.0,67.0,62.0,52.0,57.0,59.0,63.0,63.0,57.0,59.0,70.0,75.0,47.0,59.0,65.0,64.0
65,64.0,47.0,54.0,43.0,71.0,68.0,70.0,63.0,60.0,65.0,51.0,49.0,46.0,50.0,70.0,50.0,48.0,51.0
65,66.0,74.0,67.0,52.0,63.0,53.0,62.0,61.0,69.0,72.0,71.0,59.0,73.0,63.0,54.0,57.0,65.0,61.0
65,69.0,75.0,71.0,66.0,67.0,63.0,65.0,67.0,66.0,67.0,59.0,56.0,65.0,68.0,61.0,47.0,60.0,55.0
65,73.0,63.0,47.0,51.0,59.0,53.0,66.0,67.0,75.0,76.0,73.0,66.0,34.0,50.0,58.0,46.0,22.0,19.0
65,52.0,37.0,57.0,14.0,38.0,31.0,11.0,25.0,61.0,52.0,45.0,23.0,32.0,73.0,37.0,44.0,12.0,11.0
65,65.0,79.0,60.0,55.0,61.0,55.0,58.0,65.0,84.0,84.0,70.0,45.0,56.0,37.0,42.0,56.0,64.0,62.0
65,78.0,75.0,54.0,50.0,68.0,64.0,67.0,67.0,73.0,67.0,71.0,52.0,76.0,55.0,66.0,66.0,59.0,60.0
65,76.0,65.0,59.0,54.0,61.0,67.0,66.0,66.0,73.0,74.0,73.0,45.0,60.0,90.0,50.0,55.0,64.0,65.0
65,51.0,34.0,75.0,63.0,68.0,63.0,59.0,54.0,52.0,63.0,57.0,55.0,63.0,68.0,45.0,56.0,65.0,60.0
65,53.0,64.0,75.0,63.0,55.0,50.0,31.0,44.0,65.0,68.0,59.0,42.0,66.0,72.0,39.0,63.0,64.0,61.0
65,60.0,63.0,68.0,45.0,61.0,58.0,44.0,54.0,56.0,58.0,59.0,49.0,56.0,61.0,61.0,62.0,69.0,70.0
65,72.0,42.0,59.0,49.0,63.0,53.0,69.0,66.0,68.0,72.0,72.0,72.0,61.0,51.0,62.0,62.0,45.0,51.0
65,41.0,30.0,82.0,49.0,69.0,67.0,49.0,70.0,33.0,34.0,68.0,47.0,61.0,72.0,62.0,55.0,67.0,63.0
65,77.0,68.0,64.0,48.0,67.0,64.0,70.0,67.0,68.0,68.0,80.0,61.0,54.0,74.0,65.0,62.0,62.0,58.0
65,55.0,70.0,74.0,60.0,67.0,64.0,69.0,67.0,63.0,70.0,61.0,76.0,64.0,72.0,55.0,49.0,69.0,68.0
65,52.0,52.0,76.0,66.0,53.0,48.0,26.0,49.0,62.0,63.0,50.0,39.0,62.0,66.0,30.0,57.0,64.0,68.0
65,61.0,48.0,78.0,65.0,59.0,49.0,38.0,39.0,63.0,61.0,60.0,35.0,78.0,82.0,31.0,56.0,63.0,62.0
65,61.0,50.0,76.0,65.0,53.0,34.0,56.0,58.0,75.0,80.0,57.0,70.0,69.0,73.0,57.0,59.0,24.0,16.0
65,47.0,74.0,75.0,69.0,49.0,71.0,32.0,55.0,63.0,57.0,56.0,62.0,84.0,66.0,42.0,51.0,71.0,55.0
65,71.0,72.0,62.0,44.0,70.0,67.0,61.0,62.0,59.0,64.0,67.0,57.0,66.0,65.0,70.0,63.0,66.0,61.0
65,70.0,79.0,65.0,43.0,72.0,66.0,63.0,66.0,64.0,60.0,57.0,56.0,52.0,58.0,58.0,63.0,60.0,54.0
65,69.0,63.0,52.0,44.0,63.0,57.0,67.0,71.0,69.0,69.0,71.0,45.0,49.0,60.0,60.0,53.0,55.0,51.0
65,55.0,83.0,75.0,68.0,62.0,55.0,57.0,58.0,52.0,51.0,57.0,57.0,68.0,64.0,50.0,64.0,61.0,60.0
65,63.0,54.0,72.0,46.0,70.0,58.0,60.0,63.0,68.0,60.0,65.0,41.0,68.0,71.0,50.0,55.0,70.0,65.0
65,57.0,25.0,55.0,30.0,25.0,45.0,7.0,23.0,41.0,48.0,69.0,42.0,25.0,56.0,62.0,55.0,11.0,13.0
65,78.0,62.0,61.0,49.0,62.0,45.0,70.0,65.0,68.0,68.0,67.0,72.0,45.0,47.0,56.0,54.0,23.0,20.0
65,51.0,78.0,79.0,75.0,67.0,62.0,56.0,62.0,48.0,52.0,50.0,68.0,81.0,66.0,62.0,64.0,61.0,53.0
65,92.0,59.0,29.0,21.0,63.0,39.0,66.0,64.0,76.0,73.0,84.0,67.0,30.0,56.0,50.0,68.0,35.0,23.0
65,64.0,76.0,75.0,63.0,57.0,43.0,63.0,66.0,75.0,71.0,74.0,68.0,27.0,63.0,63.0,57.0,20.0,19.0
65,53.0,82.0,70.0,57.0,62.0,52.0,55.0,58.0,60.0,60.0,57.0,59.0,48.0,70.0,37.0,53.0,65.0,64.0
65,60.0,60.0,69.0,66.0,54.0,49.0,67.0,68.0,68.0,68.0,65.0,65.0,53.0,73.0,37.0,57.0,18.0,14.0
65,58.0,68.0,84.0,60.0,50.0,27.0,39.0,43.0,64.0,71.0,59.0,30.0,77.0,77.0,34.0,48.0,65.0,61.0
65,73.0,55.0,65.0,56.0,63.0,62.0,61.0,62.0,50.0,31.0,62.0,68.0,70.0,67.0,58.0,74.0,62.0,66.0
65,62.0,70.0,78.0,65.0,51.0,49.0,50.0,55.0,62.0,67.0,69.0,60.0,79.0,80.0,48.0,55.0,64.0,62.0
65,26.0,32.0,35.0,4.0,16.0,14.0,5.0,21.0,30.0,35.0,26.0,2.0,34.0,30.0,44.0,41.0,2.0,4.0
65,59.0,80.0,73.0,58.0,66.0,58.0,63.0,65.0,72.0,66.0,62.0,68.0,49.0,59.0,69.0,56.0,56.0,50.0
65,52.0,55.0,77.0,69.0,52.0,47.0,43.0,39.0,22.0,26.0,43.0,48.0,66.0,58.0,41.0,52.0,69.0,66.0
65,59.0,39.0,61.0,12.0,19.0,22.0,11.0,19.0,53.0,47.0,37.0,22.0,22.0,56.0,42.0,25.0,12.0,11.0
65,47.0,36.0,78.0,13.0,30.0,20.0,15.0,20.0,40.0,45.0,36.0,23.0,22.0,57.0,67.0,56.0,18.0,18.0
65,56.0,46.0,78.0,64.0,55.0,32.0,58.0,58.0,76.0,79.0,67.0,65.0,63.0,79.0,59.0,60.0,24.0,18.0
65,59.0,65.0,61.0,44.0,60.0,63.0,67.0,64.0,84.0,76.0,80.0,58.0,40.0,54.0,60.0,62.0,23.0,44.0
65,62.0,60.0,68.0,63.0,62.0,33.0,57.0,65.0,64.0,61.0,55.0,69.0,40.0,63.0,58.0,67.0,22.0,20.0
65,68.0,78.0,73.0,56.0,63.0,59.0,61.0,62.0,72.0,72.0,65.0,62.0,86.0,69.0,55.0,62.0,64.0,57.0
65,78.0,73.0,64.0,58.0,61.0,48.0,67.0,66.0,76.0,70.0,71.0,63.0,52.0,66.0,61.0,64.0,17.0,16.0
65,76.0,68.0,81.0,65.0,56.0,40.0,72.0,61.0,68.0,72.0,70.0,62.0,68.0,68.0,59.0,52.0,34.0,23.0
65,34.0,45.0,84.0,63.0,40.0,41.0,46.0,43.0,51.0,68.0,33.0,45.0,62.0,70.0,31.0,58.0,65.0,61.0
65,76.0,68.0,78.0,41.0,52.0,43.0,74.0,67.0,93.0,87.0,75.0,68.0,65.0,58.0,57.0,66.0,29.0,23.0
65,72.0,68.0,61.0,61.0,60.0,56.0,66.0,67.0,74.0,71.0,70.0,64.0,49.0,71.0,53.0,55.0,18.0,16.0
65,59.0,68.0,77.0,67.0,65.0,63.0,59.0,61.0,73.0,70.0,51.0,71.0,58.0,60.0,55.0,63.0,54.0,52.0
65,70.0,71.0,88.0,68.0,35.0,20.0,61.0,65.0,57.0,67.0,54.0,70.0,70.0,72.0,54.0,55.0,21.0,16.0
65,41.0,26.0,49.0,13.0,22.0,15.0,9.0,12.0,20.0,23.0,36.0,23.0,28.0,58.0,52.0,55.0,11.0,11.0
65,75.0,69.0,51.0,59.0,63.0,61.0,67.0,63.0,78.0,76.0,72.0,41.0,55.0,65.0,41.0,53.0,65.0,64.0
65,55.0,75.0,86.0,68.0,63.0,56.0,57.0,60.0,67.0,73.0,53.0,63.0,72.0,71.0,37.0,65.0,66.0,61.0
65,48.0,23.0,67.0,15.0,26.0,33.0,13.0,25.0,42.0,44.0,70.0,16.0,17.0,55.0,28.0,36.0,15.0,13.0
65,72.0,84.0,75.0,61.0,52.0,43.0,65.0,64.0,84.0,84.0,80.0,65.0,48.0,88.0,56.0,54.0,27.0,24.0
65,77.0,70.0,60.0,48.0,52.0,44.0,52.0,62.0,75.0,78.0,80.0,36.0,53.0,71.0,51.0,45.0,63.0,65.0
65,63.0,53.0,81.0,63.0,50.0,29.0,61.0,63.0,70.0,76.0,71.0,68.0,53.0,62.0,36.0,63.0,28.0,26.0
65,48.0,28.0,59.0,13.0,27.0,17.0,13.0,17.0,26.0,40.0,29.0,21.0,21.0,62.0,27.0,40.0,12.0,12.0
65,79.0,65.0,46.0,40.0,60.0,54.0,69.0,66.0,88.0,85.0,84.0,50.0,32.0,60.0,45.0,47.0,24.0,26.0
65,39.0,22.0,55.0,14.0,36.0,34.0,14.0,12.0,28.0,25.0,52.0,22.0,23.0,45.0,37.0,50.0,13.0,12.0
65,45.0,38.0,45.0,19.0,21.0,21.0,17.0,24.0,36.0,35.0,36.0,20.0,25.0,32.0,54.0,58.0,16.0,19.0
65,31.0,62.0,88.0,69.0,49.0,34.0,30.0,49.0,34.0,44.0,32.0,43.0,56.0,66.0,30.0,51.0,69.0,61.0
65,70.0,32.0,29.0,29.0,54.0,48.0,71.0,70.0,90.0,92.0,91.0,63.0,22.0,58.0,59.0,57.0,28.0,21.0
65,82.0,64.0,54.0,59.0,59.0,58.0,64.0,62.0,74.0,75.0,76.0,42.0,70.0,61.0,60.0,60.0,65.0,60.0
65,81.0,68.0,51.0,52.0,65.0,60.0,67.0,64.0,73.0,65.0,76.0,62.0,51.0,73.0,61.0,59.0,28.0,29.0
65,42.0,33.0,60.0,17.0,27.0,16.0,12.0,14.0,35.0,34.0,38.0,22.0,32.0,55.0,18.0,45.0,13.0,15.0
65,62.0,65.0,71.0,53.0,62.0,58.0,53.0,65.0,75.0,71.0,73.0,35.0,55.0,62.0,53.0,66.0,68.0,67.0
65,69.0,73.0,71.0,68.0,50.0,46.0,31.0,45.0,67.0,70.0,54.0,36.0,70.0,71.0,35.0,54.0,66.0,64.0
65,71.0,61.0,59.0,51.0,62.0,62.0,66.0,64.0,75.0,71.0,71.0,61.0,41.0,72.0,64.0,57.0,25.0,22.0
65,83.0,63.0,78.0,49.0,58.0,53.0,45.0,61.0,67.0,86.0,83.0,47.0,76.0,79.0,65.0,62.0,65.0,66.0
65,49.0,72.0,78.0,75.0,53.0,47.0,66.0,61.0,64.0,74.0,62.0,73.0,62.0,70.0,53.0,61.0,23.0,25.0
65,66.0,81.0,65.0,63.0,60.0,57.0,59.0,60.0,74.0,69.0,68.0,25.0,64.0,79.0,54.0,58.0,65.0,65.0
65,67.0,63.0,55.0,61.0,65.0,31.0,36.0,65.0,58.0,62.0,45.0,49.0,59.0,65.0,32.0,55.0,70.0,72.0
65,68.0,68.0,59.0,54.0,68.0,60.0,62.0,64.0,62.0,66.0,67.0,66.0,57.0,68.0,62.0,54.0,37.0,30.0
65,34.0,67.0,91.0,72.0,57.0,49.0,55.0,60.0,61.0,65.0,31.0,70.0,68.0,58.0,46.0,56.0,26.0,25.0
65,71.0,59.0,75.0,48.0,66.0,65.0,52.0,62.0,45.0,33.0,56.0,69.0,89.0,74.0,56.0,70.0,66.0,62.0
65,71.0,52.0,52.0,63.0,69.0,61.0,67.0,66.0,54.0,53.0,69.0,59.0,29.0,72.0,62.0,59.0,23.0,21.0
65,86.0,64.0,45.0,59.0,31.0,26.0,66.0,68.0,71.0,67.0,55.0,55.0,51.0,65.0,41.0,68.0,73.0,69.0
65,54.0,63.0,77.0,63.0,50.0,35.0,34.0,51.0,62.0,58.0,43.0,44.0,54.0,73.0,30.0,60.0,72.0,68.0
65,72.0,78.0,64.0,53.0,66.0,62.0,66.0,64.0,82.0,82.0,78.0,57.0,69.0,76.0,69.0,60.0,63.0,58.0
65,52.0,64.0,75.0,65.0,62.0,49.0,48.0,55.0,62.0,69.0,62.0,56.0,59.0,53.0,62.0,57.0,66.0,62.0
65,62.0,73.0,65.0,40.0,62.0,62.0,70.0,63.0,78.0,78.0,53.0,75.0,60.0,71.0,56.0,62.0,56.0,54.0
65,71.0,83.0,73.0,55.0,68.0,63.0,64.0,67.0,64.0,60.0,73.0,72.0,74.0,67.0,58.0,56.0,66.0,61.0
65,38.0,28.0,57.0,11.0,15.0,17.0,11.0,23.0,34.0,37.0,40.0,17.0,25.0,54.0,43.0,41.0,13.0,15.0
65,77.0,69.0,60.0,46.0,62.0,66.0,68.0,66.0,79.0,83.0,75.0,54.0,47.0,64.0,62.0,62.0,60.0,57.0
65,48.0,72.0,76.0,62.0,64.0,51.0,56.0,60.0,62.0,81.0,60.0,40.0,56.0,68.0,50.0,51.0,68.0,62.0
65,91.0,59.0,65.0,50.0,68.0,66.0,65.0,69.0,70.0,74.0,75.0,62.0,57.0,51.0,67.0,66.0,57.0,55.0
65,69.0,56.0,63.0,57.0,62.0,40.0,63.0,66.0,71.0,73.0,66.0,61.0,42.0,60.0,55.0,59.0,23.0,21.0
65,52.0,60.0,83.0,66.0,57.0,32.0,62.0,58.0,55.0,67.0,43.0,72.0,53.0,62.0,50.0,54.0,23.0,26.0
65,57.0,70.0,88.0,69.0,56.0,64.0,53.0,56.0,50.0,59.0,51.0,50.0,88.0,72.0,53.0,55.0,62.0,54.0
65,63.0,58.0,84.0,63.0,33.0,29.0,61.0,60.0,77.0,78.0,68.0,79.0,64.0,72.0,34.0,45.0,15.0,12.0
65,70.0,58.0,42.0,59.0,69.0,69.0,66.0,67.0,73.0,73.0,80.0,61.0,43.0,66.0,62.0,61.0,52.0,43.0
65,64.0,72.0,69.0,41.0,62.0,53.0,63.0,65.0,69.0,73.0,65.0,62.0,58.0,64.0,66.0,49.0,55.0,45.0
65,74.0,91.0,61.0,46.0,59.0,55.0,59.0,58.0,84.0,85.0,70.0,54.0,75.0,70.0,57.0,60.0,44.0,42.0
65,78.0,75.0,65.0,35.0,66.0,67.0,63.0,62.0,72.0,72.0,86.0,53.0,74.0,66.0,62.0,74.0,64.0,60.0
65,59.0,70.0,78.0,64.0,62.0,60.0,62.0,61.0,63.0,58.0,59.0,57.0,80.0,70.0,57.0,61.0,66.0,63.0
65,34.0,32.0,83.0,14.0,29.0,25.0,11.0,21.0,31.0,32.0,22.0,15.0,35.0,50.0,44.0,41.0,12.0,13.0
65,41.0,26.0,67.0,13.0,29.0,29.0,15.0,23.0,38.0,33.0,58.0,14.0,19.0,69.0,28.0,45.0,15.0,19.0
65,38.0,39.0,69.0,15.0,25.0,26.0,19.0,25.0,40.0,45.0,32.0,14.0,27.0,70.0,29.0,46.0,14.0,14.0
65,43.0,65.0,81.0,67.0,63.0,62.0,48.0,60.0,46.0,42.0,58.0,55.0,74.0,64.0,50.0,50.0,62.0,63.0
65,61.0,49.0,82.0,44.0,63.0,58.0,53.0,63.0,37.0,40.0,56.0,65.0,65.0,49.0,53.0,63.0,63.0,62.0
65,84.0,74.0,52.0,54.0,48.0,34.0,58.0,63.0,87.0,83.0,83.0,47.0,55.0,64.0,35.0,58.0,61.0,66.0
65,67.0,66.0,64.0,65.0,65.0,58.0,67.0,66.0,67.0,67.0,67.0,65.0,55.0,57.0,59.0,59.0,26.0,24.0
65,87.0,69.0,44.0,48.0,66.0,56.0,71.0,68.0,79.0,75.0,82.0,61.0,46.0,57.0,59.0,65.0,35.0,48.0
65,76.0,77.0,59.0,44.0,67.0,62.0,61.0,62.0,56.0,55.0,68.0,64.0,77.0,75.0,60.0,64.0,62.0,60.0
65,67.0,74.0,73.0,42.0,73.0,67.0,61.0,66.0,60.0,66.0,63.0,66.0,58.0,61.0,65.0,60.0,57.0,52.0
65,73.0,75.0,63.0,47.0,68.0,66.0,65.0,67.0,68.0,70.0,63.0,49.0,56.0,88.0,56.0,59.0,65.0,60.0
65,67.0,63.0,77.0,70.0,38.0,35.0,35.0,33.0,73.0,70.0,48.0,41.0,66.0,76.0,36.0,50.0,67.0,70.0
65,49.0,56.0,63.0,72.0,61.0,51.0,58.0,59.0,68.0,69.0,54.0,68.0,39.0,68.0,53.0,59.0,15.0,22.0
65,50.0,55.0,76.0,67.0,47.0,32.0,35.0,39.0,63.0,69.0,44.0,34.0,72.0,66.0,32.0,57.0,66.0,64.0
65,67.0,78.0,63.0,57.0,57.0,47.0,61.0,60.0,72.0,70.0,72.0,70.0,42.0,72.0,58.0,60.0,24.0,28.0
65,60.0,58.0,71.0,63.0,58.0,47.0,49.0,64.0,67.0,62.0,64.0,48.0,61.0,67.0,31.0,52.0,62.0,59.0
65,65.0,63.0,59.0,47.0,66.0,64.0,69.0,70.0,69.0,72.0,58.0,66.0,35.0,48.0,56.0,50.0,42.0,42.0
65,76.0,66.0,53.0,52.0,65.0,62.0,64.0,66.0,80.0,80.0,74.0,62.0,57.0,48.0,63.0,58.0,51.0,50.0
65,77.0,64.0,55.0,34.0,61.0,43.0,74.0,71.0,84.0,77.0,79.0,56.0,33.0,50.0,49.0,57.0,29.0,24.0
65,43.0,23.0,46.0,22.0,41.0,40.0,16.0,17.0,50.0,51.0,45.0,29.0,33.0,64.0,45.0,47.0,15.0,18.0
65,77.0,64.0,49.0,44.0,69.0,65.0,68.0,70.0,65.0,63.0,68.0,54.0,62.0,51.0,70.0,68.0,51.0,47.0
65,66.0,64.0,72.0,65.0,52.0,44.0,62.0,63.0,80.0,69.0,70.0,64.0,49.0,78.0,43.0,53.0,21.0,10.0
65,55.0,57.0,65.0,62.0,64.0,59.0,59.0,66.0,61.0,63.0,71.0,58.0,59.0,72.0,58.0,52.0,62.0,61.0
65,42.0,68.0,86.0,64.0,67.0,60.0,50.0,61.0,37.0,38.0,34.0,56.0,59.0,30.0,26.0,57.0,69.0,66.0
65,60.0,83.0,75.0,61.0,57.0,59.0,52.0,53.0,44.0,42.0,60.0,59.0,85.0,67.0,45.0,66.0,66.0,65.0
65,72.0,75.0,70.0,33.0,65.0,58.0,63.0,64.0,71.0,75.0,72.0,56.0,57.0,74.0,69.0,60.0,61.0,60.0
65,54.0,28.0,65.0,15.0,31.0,21.0,12.0,22.0,43.0,57.0,39.0,21.0,26.0,57.0,14.0,53.0,14.0,12.0
65,79.0,62.0,62.0,44.0,63.0,41.0,66.0,66.0,80.0,69.0,85.0,49.0,58.0,81.0,63.0,65.0,53.0,51.0
65,83.0,67.0,52.0,40.0,64.0,59.0,71.0,67.0,71.0,68.0,90.0,61.0,56.0,66.0,65.0,61.0,48.0,49.0
65,59.0,74.0,83.0,66.0,68.0,68.0,47.0,55.0,61.0,62.0,55.0,46.0,70.0,57.0,59.0,66.0,59.0,51.0
65,71.0,81.0,65.0,48.0,64.0,57.0,63.0,62.0,78.0,74.0,76.0,50.0,59.0,86.0,56.0,61.0,61.0,60.0
65,34.0,41.0,75.0,15.0,23.0,26.0,12.0,18.0,30.0,29.0,29.0,36.0,35.0,33.0,23.0,32.0,15.0,16.0
65,74.0,62.0,49.0,33.0,67.0,64.0,63.0,63.0,69.0,68.0,68.0,62.0,90.0,70.0,60.0,55.0,38.0,45.0
65,21.0,20.0,73.0,10.0,29.0,26.0,8.0,13.0,39.0,44.0,34.0,23.0,21.0,34.0,25.0,54.0,12.0,10.0
65,73.0,57.0,53.0,49.0,60.0,52.0,64.0,64.0,67.0,69.0,65.0,67.0,55.0,73.0,64.0,50.0,32.0,34.0
65,61.0,71.0,76.0,58.0,55.0,47.0,56.0,55.0,71.0,72.0,62.0,43.0,70.0,74.0,51.0,60.0,64.0,63.0
65,81.0,74.0,56.0,50.0,67.0,63.0,65.0,67.0,76.0,67.0,78.0,68.0,58.0,79.0,52.0,63.0,61.0,63.0
65,67.0,85.0,58.0,52.0,64.0,59.0,57.0,63.0,67.0,57.0,70.0,45.0,66.0,61.0,58.0,68.0,65.0,62.0
65,69.0,80.0,70.0,55.0,62.0,64.0,67.0,64.0,73.0,75.0,77.0,61.0,63.0,65.0,61.0,61.0,62.0,62.0
65,53.0,70.0,83.0,70.0,63.0,56.0,60.0,63.0,53.0,54.0,55.0,68.0,74.0,83.0,64.0,67.0,44.0,45.0
65,70.0,82.0,62.0,49.0,62.0,54.0,67.0,62.0,76.0,80.0,72.0,66.0,49.0,65.0,52.0,61.0,36.0,40.0
65,76.0,69.0,58.0,57.0,61.0,46.0,65.0,65.0,79.0,78.0,80.0,71.0,77.0,57.0,54.0,67.0,64.0,68.0
65,84.0,69.0,50.0,47.0,60.0,39.0,65.0,64.0,82.0,76.0,87.0,64.0,42.0,73.0,54.0,52.0,18.0,25.0
65,76.0,71.0,58.0,49.0,71.0,64.0,61.0,65.0,80.0,79.0,82.0,71.0,55.0,64.0,56.0,49.0,59.0,48.0
65,55.0,75.0,72.0,55.0,57.0,50.0,64.0,59.0,88.0,88.0,76.0,55.0,64.0,63.0,54.0,57.0,64.0,61.0
65,70.0,66.0,64.0,38.0,72.0,69.0,65.0,69.0,74.0,71.0,71.0,47.0,31.0,56.0,53.0,57.0,68.0,68.0
65,80.0,72.0,69.0,48.0,68.0,65.0,66.0,67.0,67.0,61.0,80.0,69.0,66.0,74.0,67.0,61.0,54.0,51.0
65,66.0,70.0,64.0,50.0,64.0,46.0,68.0,64.0,78.0,80.0,76.0,64.0,54.0,67.0,67.0,60.0,55.0,45.0
65,79.0,62.0,66.0,49.0,60.0,55.0,70.0,65.0,85.0,82.0,86.0,66.0,63.0,92.0,59.0,63.0,24.0,23.0
65,41.0,66.0,79.0,67.0,59.0,46.0,43.0,59.0,52.0,54.0,47.0,56.0,64.0,48.0,37.0,58.0,66.0,62.0
65,82.0,79.0,58.0,42.0,69.0,69.0,65.0,64.0,74.0,66.0,85.0,53.0,58.0,77.0,69.0,68.0,43.0,43.0
65,55.0,68.0,74.0,59.0,70.0,66.0,65.0,65.0,65.0,68.0,64.0,55.0,59.0,58.0,63.0,61.0,61.0,60.0
65,72.0,73.0,66.0,53.0,51.0,33.0,66.0,63.0,73.0,80.0,70.0,23.0,53.0,66.0,39.0,50.0,64.0,66.0
65,79.0,67.0,38.0,48.0,67.0,65.0,68.0,67.0,69.0,68.0,78.0,65.0,49.0,52.0,67.0,62.0,45.0,35.0
65,61.0,72.0,56.0,42.0,67.0,59.0,61.0,72.0,69.0,75.0,72.0,62.0,45.0,57.0,68.0,56.0,41.0,28.0
65,80.0,83.0,61.0,57.0,55.0,34.0,67.0,67.0,71.0,72.0,79.0,70.0,74.0,69.0,51.0,67.0,39.0,31.0
65,42.0,22.0,64.0,10.0,29.0,24.0,13.0,17.0,25.0,25.0,23.0,18.0,16.0,59.0,37.0,43.0,13.0,12.0
65,68.0,83.0,76.0,57.0,56.0,59.0,58.0,62.0,77.0,85.0,72.0,50.0,75.0,81.0,48.0,54.0,63.0,64.0
65,50.0,32.0,69.0,10.0,19.0,18.0,13.0,23.0,52.0,49.0,53.0,23.0,35.0,67.0,40.0,36.0,13.0,12.0
65,60.0,34.0,58.0,17.0,32.0,25.0,21.0,25.0,58.0,43.0,32.0,19.0,27.0,50.0,13.0,35.0,20.0,18.0
65,72.0,74.0,69.0,60.0,64.0,61.0,65.0,63.0,70.0,74.0,71.0,60.0,42.0,67.0,68.0,55.0,28.0,40.0
65,21.0,23.0,49.0,8.0,44.0,38.0,16.0,21.0,36.0,17.0,42.0,16.0,12.0,36.0,52.0,56.0,15.0,13.0
65,50.0,43.0,84.0,76.0,55.0,57.0,58.0,56.0,52.0,39.0,56.0,68.0,76.0,65.0,61.0,64.0,22.0,15.0
65,69.0,61.0,60.0,58.0,61.0,48.0,69.0,67.0,76.0,81.0,75.0,66.0,44.0,60.0,62.0,56.0,18.0,17.0
65,71.0,67.0,65.0,54.0,67.0,64.0,67.0,67.0,69.0,65.0,68.0,60.0,58.0,71.0,66.0,61.0,57.0,53.0
65,67.0,73.0,72.0,66.0,60.0,51.0,55.0,60.0,73.0,73.0,59.0,68.0,65.0,81.0,57.0,65.0,63.0,64.0
65,69.0,73.0,68.0,54.0,71.0,68.0,70.0,70.0,68.0,69.0,58.0,72.0,69.0,54.0,64.0,48.0,65.0,62.0
65,55.0,70.0,70.0,47.0,62.0,61.0,58.0,61.0,79.0,68.0,55.0,72.0,64.0,58.0,48.0,55.0,66.0,62.0
65,42.0,30.0,51.0,11.0,32.0,22.0,15.0,23.0,32.0,36.0,48.0,22.0,22.0,45.0,27.0,35.0,13.0,13.0
65,61.0,85.0,75.0,48.0,60.0,54.0,62.0,63.0,76.0,77.0,73.0,72.0,48.0,54.0,59.0,68.0,23.0,25.0
65,59.0,54.0,67.0,63.0,66.0,61.0,68.0,62.0,72.0,65.0,63.0,58.0,31.0,62.0,55.0,58.0,16.0,21.0
65,70.0,65.0,61.0,59.0,63.0,54.0,55.0,59.0,54.0,58.0,67.0,47.0,67.0,75.0,56.0,63.0,64.0,62.0
65,63.0,83.0,79.0,61.0,60.0,46.0,57.0,60.0,69.0,66.0,66.0,49.0,67.0,80.0,43.0,50.0,63.0,61.0
65,68.0,59.0,64.0,57.0,70.0,64.0,69.0,66.0,65.0,69.0,68.0,61.0,71.0,74.0,65.0,64.0,63.0,56.0
65,60.0,76.0,74.0,64.0,58.0,42.0,25.0,37.0,76.0,78.0,62.0,46.0,68.0,79.0,28.0,45.0,65.0,64.0
65,75.0,74.0,66.0,38.0,60.0,57.0,63.0,62.0,85.0,85.0,75.0,58.0,62.0,66.0,58.0,54.0,55.0,53.0
